source,target,weight
N834,N585,3
N834,N996,1
N835,N130,2
N835,N950,4
N835,N77,3
N836,N531,2
N836,N150,3
N836,N227,2
N837,N685,2
N837,N883,5
N837,N651,2
N838,N851,5
N838,N942,3
N838,N56,3
N839,N595,5
N839,N695,1
N839,N488,2
N840,N859,3
N840,N678,3
N840,N457,2
N841,N544,4
N841,N432,3
N841,N578,2
N842,N847,1
N842,N798,2
N842,N113,3
N843,N798,5
N843,N533,2
N843,N600,5
N844,N384,2
N844,N437,4
N844,N63,3
N845,N819,1
N845,N771,1
N845,N832,5
N846,N875,5
N846,N337,2
N846,N567,5
N847,N235,4
N847,N920,5
N847,N494,3
N848,N554,2
N848,N400,4
N848,N194,2
N849,N33,1
N849,N683,1
N849,N95,3
N850,N205,5
N850,N519,3
N850,N856,1
N851,N362,5
N851,N23,1
N851,N238,3
N852,N221,2
N852,N178,2
N852,N969,5
N853,N942,2
N853,N504,4
N853,N623,4
N854,N337,1
N854,N733,4
N854,N693,2
N855,N933,1
N855,N936,4
N855,N428,4
N856,N456,5
N856,N299,1
N856,N514,3
N857,N645,3
N857,N982,4
N857,N681,2
N858,N312,4
N858,N712,1
N858,N891,1
N859,N403,3
N859,N322,4
N859,N738,1
N860,N163,4
N860,N420,2
N861,N311,3
N861,N67,5
N861,N957,1
N862,N624,3
N862,N342,3
N862,N177,5
N863,N536,2
N863,N9,3
N863,N602,3
N864,N291,1
N864,N304,3
N864,N613,5
N865,N45,3
N865,N552,5
N865,N356,5
N866,N298,3
N866,N434,5
N866,N511,1
N867,N12,3
N867,N807,3
N867,N566,4
N868,N591,3
N868,N635,3
N868,N96,2
N869,N933,5
N869,N479,2
N869,N418,1
N870,N646,1
N870,N11,2
N870,N223,1
N871,N74,3
N871,N863,4
N871,N514,5
N872,N54,3
N872,N10,3
N872,N910,1
N873,N966,3
N873,N43,1
N873,N716,1
N874,N202,3
N874,N199,3
N874,N184,2
N875,N229,1
N875,N106,5
N875,N748,3
N876,N244,3
N876,N925,4
N876,N626,5
N877,N362,5
N877,N670,2
N877,N270,2
N878,N26,5
N878,N485,1
N878,N150,5
N879,N264,3
N879,N984,5
N879,N360,5
N880,N32,4
N880,N696,1
N880,N250,2
N881,N935,3
N881,N742,4
N881,N158,1
N882,N929,5
N882,N32,2
N882,N633,1
N883,N294,3
N883,N769,3
N883,N949,5
N884,N823,5
N884,N74,1
N884,N631,3
N885,N864,2
N885,N824,5
N885,N76,3
N886,N876,3
N886,N701,1
N886,N888,1
N887,N239,3
N887,N193,3
N887,N820,3
N888,N837,4
N888,N119,3
N888,N384,2
N889,N661,2
N889,N875,3
N889,N317,4
N890,N123,2
N890,N973,4
N890,N182,3
N891,N602,1
N891,N755,4
N891,N870,4
N892,N887,4
N892,N42,5
N892,N17,5
N893,N534,3
N893,N284,3
N893,N283,5
N894,N917,2
N894,N362,2
N894,N765,5
N895,N128,1
N895,N649,4
N895,N735,1
N896,N79,2
N896,N508,4
N896,N283,3
N897,N972,2
N897,N135,3
N897,N257,3
N898,N350,5
N898,N522,2
N898,N281,1
N899,N958,2
N899,N156,1
N899,N458,4
N900,N352,2
N900,N313,4
N900,N276,3
N901,N153,4
N901,N93,2
N901,N469,4
N902,N312,3
N902,N123,1
N902,N602,3
N903,N800,5
N903,N931,5
N903,N479,3
N904,N264,1
N904,N66,2
N904,N949,4
N905,N81,5
N905,N843,3
N905,N709,3
N906,N520,4
N906,N863,3
N906,N390,3
N907,N430,3
N907,N677,1
N907,N669,5
N908,N882,1
N908,N796,3
N908,N950,5
N909,N805,2
N909,N919,1
N909,N449,2
N910,N117,3
N910,N727,5
N910,N641,2
N911,N298,1
N911,N221,1
N911,N35,5
N912,N36,4
N912,N542,1
N912,N460,1
N913,N522,4
N913,N176,1
N913,N493,5
N914,N22,1
N914,N943,2
N914,N353,1
N915,N870,5
N915,N860,4
N915,N747,5
N916,N113,1
N916,N659,3
N916,N842,1
N917,N336,3
N917,N939,3
N917,N991,1
N918,N925,5
N918,N70,3
N918,N820,5
N919,N80,5
N919,N670,1
N919,N161,1
N920,N572,2
N920,N137,1
N920,N778,2
N921,N986,2
N921,N499,4
N921,N894,2
N922,N237,3
N922,N442,3
N922,N808,4
N923,N601,2
N923,N838,1
N923,N11,5
N924,N865,3
N924,N691,3
N924,N501,5
N925,N530,4
N925,N852,2
N925,N448,1
N926,N720,4
N926,N323,1
N926,N667,3
N927,N741,1
N927,N902,3
N927,N277,3
N928,N731,4
N928,N363,5
N928,N90,2
N929,N393,3
N929,N530,4
N929,N313,1
N930,N871,3
N930,N176,1
N930,N567,1
N931,N346,2
N931,N182,5
N931,N513,2
N932,N795,1
N932,N15,3
N932,N606,1
N933,N927,2
N933,N581,1
N933,N467,2
N934,N758,5
N934,N471,2
N934,N90,2
N935,N69,3
N935,N671,5
N935,N612,1
N936,N112,1
N936,N671,3
N936,N488,3
N937,N669,1
N937,N856,4
N937,N865,3
N938,N159,4
N938,N533,1
N938,N416,2
N939,N774,4
N939,N430,2
N939,N214,1
N940,N665,1
N940,N497,1
N940,N846,1
N941,N1000,5
N941,N496,2
N941,N312,4
N942,N209,5
N942,N338,4
N942,N249,1
N943,N708,1
N943,N593,1
N943,N436,2
N944,N770,3
N944,N855,4
N944,N901,4
N945,N622,1
N945,N588,1
N945,N463,3
N946,N527,4
N946,N824,3
N946,N75,4
N947,N51,1
N947,N588,3
N947,N495,1
N948,N779,4
N948,N662,1
N948,N892,4
N949,N939,2
N949,N407,2
N949,N270,4
N950,N16,4
N950,N51,4
N950,N780,2
N951,N208,1
N951,N776,2
N951,N379,1
N952,N398,3
N952,N56,3
N952,N177,2
N953,N56,1
N953,N333,3
N953,N469,2
N954,N596,3
N954,N683,2
N954,N415,3
N955,N208,2
N955,N620,1
N955,N366,3
N956,N156,2
N956,N661,1
N956,N612,3
N957,N215,2
N957,N893,4
N957,N231,5
N958,N906,4
N958,N543,3
N958,N659,3
N959,N573,3
N959,N322,4
N959,N769,5
N960,N46,2
N960,N771,5
N960,N141,3
N961,N348,1
N961,N177,1
N961,N876,2
N962,N33,4
N962,N870,5
N962,N750,4
N963,N414,4
N963,N74,1
N963,N1,2
N964,N408,1
N964,N935,1
N964,N547,3
N965,N98,5
N965,N173,2
N965,N861,4
N966,N113,2
N966,N644,1
N966,N807,5
N967,N330,3
N967,N663,2
N967,N840,4
N968,N745,5
N968,N155,3
N968,N253,3
N969,N189,5
N969,N54,5
N969,N813,1
N970,N731,2
N970,N890,1
N970,N886,1
N971,N707,5
N971,N109,3
N971,N565,3
N972,N76,2
N972,N593,3
N972,N491,3
N973,N176,4
N973,N595,3
N973,N45,2
N974,N634,1
N974,N863,5
N974,N493,2
N975,N816,4
N975,N788,3
N975,N634,3
N976,N7,3
N976,N152,3
N976,N903,1
N977,N484,1
N977,N455,1
N977,N182,2
N978,N117,1
N978,N199,5
N978,N566,4
N979,N972,2
N979,N365,2
N979,N704,3
N980,N966,5
N980,N222,2
N980,N725,5
N981,N307,1
N981,N211,2
N981,N534,1
N982,N425,4
N982,N818,3
N982,N417,4
N983,N439,4
N983,N630,5
N983,N934,3
N984,N824,5
N984,N999,4
N984,N151,5
N985,N226,1
N985,N646,5
N985,N7,1
N986,N565,2
N986,N529,5
N986,N297,5
N987,N27,3
N987,N814,3
N987,N990,3
N988,N306,3
N988,N573,3
N988,N81,1
N989,N109,5
N989,N972,5
N989,N970,3
N990,N108,3
N990,N73,1
N990,N382,2
N991,N296,2
N991,N115,5
N991,N897,4
N992,N365,3
N992,N782,3
N992,N664,4
N993,N436,5
N993,N129,5
N993,N9,5
N994,N54,5
N994,N210,4
N994,N196,1
N995,N650,2
N995,N284,4
N995,N234,3
N996,N898,1
N996,N168,3
N996,N221,4
N997,N194,5
N997,N785,1
N997,N48,4
N998,N508,3
N998,N719,5
N998,N790,1
N999,N453,4
N999,N843,1
N999,N144,4
N1000,N439,4
N1000,N221,1
N1000,N592,2
