source,target,weight
N2904,N7515,4
N2905,N287,1
N2905,N9389,4
N2905,N8708,3
N2906,N5509,3
N2906,N1304,4
N2906,N595,2
N2907,N4381,1
N2907,N1086,2
N2907,N8722,2
N2908,N4754,3
N2908,N5347,4
N2908,N5138,1
N2909,N6801,3
N2909,N5040,2
N2909,N1234,5
N2910,N9640,4
N2910,N9269,1
N2910,N8638,1
N2911,N1608,4
N2911,N9447,4
N2911,N3573,1
N2912,N343,4
N2912,N8262,2
N2912,N2278,2
N2913,N6268,4
N2913,N8542,4
N2913,N7913,4
N2914,N9240,2
N2914,N1334,1
N2914,N1137,4
N2915,N2608,3
N2915,N3852,2
N2915,N5405,2
N2916,N4500,1
N2916,N68,3
N2916,N7406,1
N2917,N6402,5
N2917,N1514,1
N2917,N2456,2
N2918,N8692,4
N2918,N8066,5
N2918,N1900,2
N2919,N3918,3
N2919,N6263,5
N2919,N6143,3
N2920,N5966,4
N2920,N7341,4
N2920,N9420,2
N2921,N9035,1
N2921,N7198,2
N2921,N6395,3
N2922,N2458,1
N2922,N852,2
N2922,N2225,1
N2923,N2202,1
N2923,N945,3
N2923,N7755,5
N2924,N6769,3
N2924,N7982,4
N2924,N2498,2
N2925,N6854,5
N2925,N2451,5
N2925,N7123,2
N2926,N9919,5
N2926,N706,2
N2926,N2533,5
N2927,N2529,3
N2927,N9944,3
N2927,N2113,3
N2928,N9226,1
N2928,N7115,4
N2928,N8169,1
N2929,N9214,5
N2929,N523,2
N2929,N4152,4
N2930,N4488,4
N2930,N9773,1
N2930,N9885,5
N2931,N7115,1
N2931,N3290,4
N2931,N9824,5
N2932,N8266,4
N2932,N7945,5
N2932,N5604,3
N2933,N1356,2
N2933,N6766,5
N2933,N9876,1
N2934,N1152,3
N2934,N3781,2
N2934,N518,3
N2935,N9854,5
N2935,N1058,4
N2935,N3934,2
N2936,N6120,3
N2936,N1121,3
N2936,N4054,5
N2937,N2431,2
N2937,N8340,5
N2937,N5225,4
N2938,N9287,4
N2938,N5056,5
N2938,N2461,5
N2939,N2488,2
N2939,N4913,3
N2939,N485,1
N2940,N4365,3
N2940,N6061,1
N2940,N8293,2
N2941,N4630,3
N2941,N4761,2
N2941,N9837,5
N2942,N525,2
N2942,N1054,3
N2942,N9734,3
N2943,N9083,4
N2943,N3602,5
N2943,N8099,2
N2944,N7951,2
N2944,N4213,1
N2944,N4560,4
N2945,N5490,3
N2945,N1579,4
N2945,N8506,3
N2946,N3371,3
N2946,N4584,2
N2946,N431,5
N2947,N5395,3
N2947,N3299,5
N2947,N5868,3
N2948,N1045,1
N2948,N4711,4
N2948,N7874,3
N2949,N5560,2
N2949,N1216,2
N2949,N671,4
N2950,N1439,5
N2950,N2604,5
N2950,N5569,3
N2951,N8925,5
N2951,N9915,3
N2951,N694,5
N2952,N6790,5
N2952,N7508,2
N2952,N1584,5
N2953,N9591,3
N2953,N6490,3
N2953,N8863,3
N2954,N190,1
N2954,N4478,2
N2954,N1768,3
N2955,N4401,3
N2955,N76,5
N2955,N9942,3
N2956,N156,3
N2956,N2391,1
N2956,N2409,3
N2957,N1829,3
N2957,N5858,5
N2957,N249,2
N2958,N1560,2
N2958,N882,1
N2958,N6144,1
N2959,N5209,2
N2959,N3997,4
N2959,N3408,4
N2960,N6672,2
N2960,N3830,4
N2960,N5122,2
N2961,N2075,5
N2961,N3276,2
N2961,N4203,3
N2962,N8858,2
N2962,N6923,5
N2962,N6737,2
N2963,N219,5
N2963,N663,2
N2963,N5231,5
N2964,N8829,4
N2964,N7045,3
N2964,N3979,1
N2965,N8628,3
N2965,N9178,1
N2965,N8633,4
N2966,N9720,4
N2966,N1661,4
N2966,N951,2
N2967,N3516,1
N2967,N2670,1
N2967,N5240,1
N2968,N3152,4
N2968,N1846,3
N2968,N1450,4
N2969,N6932,1
N2969,N6419,4
N2969,N2455,2
N2970,N2606,1
N2970,N6134,5
N2970,N1002,1
N2971,N9598,1
N2971,N9637,2
N2971,N261,3
N2972,N5040,1
N2972,N5085,1
N2972,N8556,4
N2973,N4227,2
N2973,N4320,2
N2973,N4174,3
N2974,N9908,2
N2974,N5170,2
N2974,N6946,5
N2975,N4133,1
N2975,N4300,3
N2975,N8279,1
N2976,N9663,2
N2976,N4959,3
N2976,N2883,1
N2977,N4404,5
N2977,N9730,1
N2977,N2039,1
N2978,N3079,5
N2978,N2349,3
N2978,N7527,1
N2979,N5382,1
N2979,N4354,4
N2979,N6923,1
N2980,N7542,1
N2980,N3582,1
N2980,N3101,3
N2981,N1138,3
N2981,N6130,3
N2981,N182,5
N2982,N817,1
N2982,N5774,2
N2982,N7989,1
N2983,N5471,2
N2983,N9492,3
N2983,N3971,4
N2984,N8614,1
N2984,N1978,1
N2984,N4006,4
N2985,N6722,1
N2985,N5000,5
N2985,N1926,3
N2986,N7135,4
N2986,N2638,4
N2986,N4185,5
N2987,N3072,2
N2987,N752,5
N2987,N821,2
N2988,N3668,2
N2988,N5672,2
N2988,N2536,3
N2989,N9678,1
N2989,N6904,2
N2989,N9161,5
N2990,N9309,4
N2990,N9050,3
N2990,N1421,2
N2991,N8738,5
N2991,N9679,2
N2991,N1212,2
N2992,N9088,4
N2992,N8227,4
N2992,N9225,1
N2993,N77,2
N2993,N6814,4
N2993,N347,1
N2994,N1126,1
N2994,N2570,1
N2994,N9237,2
N2995,N1207,2
N2995,N611,2
N2995,N4187,2
N2996,N3094,1
N2996,N9328,3
N2996,N7994,2
N2997,N3563,2
N2997,N8123,3
N2997,N5605,4
N2998,N4878,1
N2998,N7015,1
N2998,N9086,2
N2999,N4126,3
N2999,N9590,1
N2999,N2471,3
N3000,N5509,1
N3000,N6648,5
N3000,N514,3
N3001,N7100,5
N3001,N6533,5
N3001,N5214,3
N3002,N9131,1
N3002,N1917,2
N3002,N8383,4
N3003,N1254,3
N3003,N9485,1
N3003,N621,1
N3004,N5819,4
N3004,N9867,4
N3004,N6840,5
N3005,N4121,4
N3005,N2089,3
N3005,N4352,1
N3006,N8165,5
N3006,N2692,4
N3006,N9047,1
N3007,N871,5
N3007,N1739,5
N3007,N138,1
N3008,N4923,2
N3008,N3341,2
N3008,N79,1
N3009,N7295,2
N3009,N3449,4
N3009,N6368,5
N3010,N5636,1
N3010,N2416,2
N3010,N742,3
N3011,N3604,4
N3011,N9378,5
N3011,N4845,1
N3012,N1590,3
N3012,N651,1
N3012,N3333,5
N3013,N3904,4
N3013,N5052,5
N3013,N1749,1
N3014,N8400,5
N3014,N4136,5
N3014,N125,5
N3015,N4449,3
N3015,N2156,5
N3015,N6539,5
N3016,N2741,2
N3016,N3045,1
N3016,N8972,1
N3017,N67,1
N3017,N938,1
N3017,N4331,1
N3018,N6677,2
N3018,N7826,3
N3018,N6090,2
N3019,N8439,2
N3019,N2731,4
N3019,N4986,2
N3020,N7837,1
N3020,N7053,3
N3020,N1294,2
N3021,N787,4
N3021,N7304,2
N3021,N5470,4
N3022,N2488,2
N3022,N7217,3
N3022,N2004,2
N3023,N2601,2
N3023,N2957,2
N3023,N6456,2
N3024,N329,3
N3024,N5827,2
N3024,N9483,4
N3025,N1888,5
N3025,N7820,2
N3025,N8133,4
N3026,N5742,3
N3026,N9375,2
N3026,N5256,2
N3027,N6506,3
N3027,N1388,4
N3027,N1864,4
N3028,N8653,1
N3028,N613,2
N3028,N1729,2
N3029,N1717,3
N3029,N7372,5
N3029,N1097,1
N3030,N1864,5
N3030,N7532,1
N3030,N4141,3
N3031,N3987,4
N3031,N9147,1
N3031,N6801,5
N3032,N4552,1
N3032,N9224,2
N3032,N3864,3
N3033,N635,1
N3033,N5733,2
N3033,N1611,4
N3034,N5336,4
N3034,N7007,2
N3034,N3236,2
N3035,N4399,4
N3035,N749,5
N3035,N9555,2
N3036,N3899,3
N3036,N4558,1
N3036,N2985,3
N3037,N2599,5
N3037,N3978,5
N3037,N6204,5
N3038,N9811,4
N3038,N2383,3
N3038,N3041,5
N3039,N6993,3
N3039,N6568,2
N3039,N1403,3
N3040,N2651,2
N3040,N2647,3
N3040,N8747,1
N3041,N7893,2
N3041,N5165,4
N3041,N7038,4
N3042,N8836,3
N3042,N4509,1
N3042,N5132,1
N3043,N9713,4
N3043,N2358,3
N3043,N2217,3
N3044,N5729,5
N3044,N202,4
N3044,N1549,3
N3045,N1714,2
N3045,N2662,1
N3045,N6229,1
N3046,N7930,4
N3046,N4574,2
N3046,N9361,2
N3047,N3588,3
N3047,N1269,4
N3047,N2163,1
N3048,N3503,4
N3048,N9101,2
N3048,N194,2
N3049,N1738,2
N3049,N2342,5
N3049,N2295,1
N3050,N1888,1
N3050,N6608,1
N3050,N965,2
N3051,N2126,2
N3051,N1506,1
N3051,N3347,2
N3052,N7838,5
N3052,N807,1
N3052,N5930,1
N3053,N908,2
N3053,N8820,3
N3053,N7029,3
N3054,N6439,2
N3054,N5293,2
N3054,N2628,5
N3055,N4690,3
N3055,N5301,3
N3055,N695,1
N3056,N5987,2
N3056,N737,1
N3056,N2776,3
N3057,N8071,4
N3057,N4749,3
N3057,N8735,4
N3058,N696,2
N3058,N8492,1
N3058,N6232,5
N3059,N9612,2
N3059,N7172,5
N3059,N4012,4
N3060,N9168,3
N3060,N3058,1
N3060,N8571,3
N3061,N1212,5
N3061,N7018,1
N3061,N1207,5
N3062,N7865,5
N3062,N1921,5
N3062,N27,4
N3063,N7869,1
N3063,N7543,3
N3063,N1391,1
N3064,N2054,4
N3064,N4269,5
N3064,N6624,1
N3065,N1645,1
N3065,N1161,2
N3065,N8505,3
N3066,N3549,3
N3066,N3555,2
N3066,N4362,1
N3067,N5782,3
N3067,N8312,1
N3067,N8678,3
N3068,N3087,1
N3068,N1148,4
N3068,N1750,3
N3069,N1898,3
N3069,N5636,1
N3069,N9299,2
N3070,N9534,1
N3070,N9000,2
N3070,N1540,2
N3071,N3765,5
N3071,N1947,2
N3071,N4749,1
N3072,N5625,4
N3072,N1657,3
N3072,N2467,3
N3073,N6976,2
N3073,N4093,3
N3073,N4931,1
N3074,N1760,1
N3074,N2385,5
N3074,N1586,4
N3075,N5663,2
N3075,N8529,4
N3075,N3499,3
N3076,N7971,3
N3076,N3107,3
N3076,N1018,5
N3077,N8969,2
N3077,N6220,1
N3077,N890,3
N3078,N2407,5
N3078,N5052,2
N3078,N6591,4
N3079,N7900,2
N3079,N2483,2
N3079,N310,5
N3080,N4937,2
N3080,N6299,3
N3080,N1187,4
N3081,N2589,3
N3081,N3650,1
N3081,N7010,5
N3082,N970,1
N3082,N3650,5
N3082,N9935,1
N3083,N3313,5
N3083,N803,5
N3083,N8006,1
N3084,N6980,2
N3084,N2658,4
N3084,N323,4
N3085,N70,2
N3085,N3096,3
N3085,N4730,1
N3086,N1181,1
N3086,N1605,3
N3086,N6513,5
N3087,N2360,3
N3087,N8883,1
N3087,N137,4
N3088,N8266,2
N3088,N5935,1
N3088,N4966,5
N3089,N8515,3
N3089,N9307,3
N3089,N56,3
N3090,N1974,2
N3090,N2693,5
N3090,N4869,3
N3091,N244,4
N3091,N351,2
N3091,N5792,2
N3092,N4807,4
N3092,N9999,4
N3092,N8944,2
N3093,N8970,4
N3093,N7343,2
N3093,N1468,4
N3094,N3418,4
N3094,N3245,1
N3094,N4967,3
N3095,N9732,2
N3095,N1289,2
N3095,N310,2
N3096,N5716,5
N3096,N4391,1
N3096,N3462,2
N3097,N9945,4
N3097,N5182,2
N3097,N4827,3
N3098,N9903,3
N3098,N9944,3
N3098,N5619,1
N3099,N9128,4
N3099,N1464,4
N3099,N5309,3
N3100,N2609,3
N3100,N1978,1
N3100,N3292,5
N3101,N6489,2
N3101,N6177,2
N3101,N4795,1
N3102,N8186,1
N3102,N174,5
N3102,N6028,4
N3103,N8472,1
N3103,N8023,1
N3103,N2736,3
N3104,N342,3
N3104,N3385,3
N3104,N7589,5
N3105,N8610,3
N3105,N785,2
N3105,N1936,5
N3106,N1237,2
N3106,N1087,5
N3106,N5702,1
N3107,N8492,1
N3107,N5116,2
N3107,N7014,2
N3108,N4263,2
N3108,N7581,4
N3108,N1174,5
N3109,N2359,4
N3109,N964,5
N3109,N8201,5
N3110,N5323,1
N3110,N2162,5
N3110,N8823,5
N3111,N1831,2
N3111,N6005,4
N3111,N8899,3
N3112,N3854,2
N3112,N3243,1
N3112,N9344,4
N3113,N7781,3
N3113,N8465,3
N3113,N1650,1
N3114,N5905,3
N3114,N3217,3
N3114,N3331,2
N3115,N9599,4
N3115,N1231,3
N3115,N7395,1
N3116,N3873,1
N3116,N728,3
N3116,N276,3
N3117,N2371,2
N3117,N3354,5
N3117,N7424,2
N3118,N7706,4
N3118,N6852,3
N3118,N8709,3
N3119,N3264,5
N3119,N3499,3
N3119,N7595,5
N3120,N5124,2
N3120,N7702,2
N3120,N8695,5
N3121,N9226,3
N3121,N1299,1
N3121,N9189,2
N3122,N299,5
N3122,N1248,3
N3122,N2061,2
N3123,N5733,1
N3123,N9594,1
N3123,N1034,3
N3124,N3036,4
N3124,N8659,5
N3124,N5121,4
N3125,N1372,2
N3125,N59,2
N3125,N9028,4
N3126,N5807,3
N3126,N4795,3
N3126,N7019,5
N3127,N2148,4
N3127,N9861,1
N3127,N104,5
N3128,N8203,2
N3128,N5689,3
N3128,N9652,4
N3129,N9776,4
N3129,N4233,1
N3129,N1727,3
N3130,N3056,5
N3130,N6306,2
N3130,N4702,4
N3131,N2045,5
N3131,N4230,3
N3131,N1823,5
N3132,N5234,2
N3132,N3422,4
N3132,N1576,4
N3133,N8952,5
N3133,N836,3
N3133,N2480,4
N3134,N823,1
N3134,N9347,5
N3134,N7208,4
N3135,N5646,3
N3135,N1493,5
N3135,N4087,1
N3136,N1711,3
N3136,N23,2
N3136,N9752,3
N3137,N2399,4
N3137,N4502,5
N3137,N6140,2
N3138,N8020,2
N3138,N189,5
N3138,N893,3
N3139,N5195,4
N3139,N6358,3
N3139,N3284,3
N3140,N4591,2
N3140,N7265,3
N3140,N4860,1
N3141,N2768,4
N3141,N381,2
N3141,N8367,2
N3142,N1481,5
N3142,N4074,5
N3142,N3005,4
N3143,N8431,3
N3143,N4484,5
N3143,N2449,4
N3144,N3557,2
N3144,N9115,5
N3144,N5080,4
N3145,N8515,5
N3145,N9598,5
N3145,N8049,3
N3146,N6352,3
N3146,N432,3
N3146,N5272,3
N3147,N5095,4
N3147,N2001,1
N3147,N3196,1
N3148,N1245,4
N3148,N5293,5
N3148,N8404,1
N3149,N1339,1
N3149,N3901,5
N3149,N3176,4
N3150,N9936,2
N3150,N5498,1
N3150,N2221,4
N3151,N6276,5
N3151,N1268,3
N3151,N8017,2
N3152,N4891,3
N3152,N6559,2
N3152,N7650,2
N3153,N3827,4
N3153,N2218,4
N3153,N181,3
N3154,N9488,1
N3154,N8920,5
N3154,N6968,2
N3155,N1012,3
N3155,N2659,3
N3155,N5637,4
N3156,N1061,5
N3156,N7561,3
N3156,N3491,2
N3157,N4736,1
N3157,N2691,4
N3157,N2246,1
N3158,N4934,2
N3158,N7081,2
N3158,N1274,3
N3159,N8556,4
N3159,N2214,5
N3159,N811,3
N3160,N7485,3
N3160,N5338,4
N3160,N5957,5
N3161,N2947,2
N3161,N6963,4
N3161,N4234,4
N3162,N5189,2
N3162,N5517,3
N3162,N3318,1
N3163,N3164,3
N3163,N3542,5
N3163,N916,1
N3164,N5111,4
N3164,N1250,4
N3164,N3894,2
N3165,N2764,4
N3165,N9781,3
N3165,N5570,4
N3166,N1677,3
N3166,N757,2
N3166,N4377,3
N3167,N1223,4
N3167,N1052,5
N3167,N1770,4
N3168,N7568,4
N3168,N7000,3
N3168,N369,1
N3169,N3825,3
N3169,N6207,3
N3169,N130,4
N3170,N2949,4
N3170,N2783,4
N3170,N855,5
N3171,N6291,3
N3171,N307,4
N3171,N143,3
N3172,N468,2
N3172,N1057,4
N3172,N6660,4
N3173,N105,4
N3173,N7164,5
N3173,N2013,5
N3174,N8281,3
N3174,N3713,2
N3174,N1647,4
N3175,N3080,4
N3175,N8262,3
N3175,N8303,5
N3176,N4632,2
N3176,N7332,2
N3176,N9783,4
N3177,N8582,5
N3177,N3698,5
N3177,N5158,4
N3178,N7150,2
N3178,N9256,2
N3178,N8979,1
N3179,N2240,3
N3179,N8673,2
N3179,N4348,5
N3180,N8416,2
N3180,N585,4
N3180,N8890,5
N3181,N1246,3
N3181,N6292,2
N3181,N6086,5
N3182,N8162,5
N3182,N6607,5
N3182,N8094,1
N3183,N2257,1
N3183,N6511,4
N3183,N3599,1
N3184,N3081,1
N3184,N7237,3
N3184,N9526,3
N3185,N4093,1
N3185,N2659,4
N3185,N6439,5
N3186,N2908,4
N3186,N7421,5
N3186,N9741,5
N3187,N2985,3
N3187,N8593,5
N3187,N7096,3
N3188,N5995,2
N3188,N10000,3
N3188,N1578,1
N3189,N3648,3
N3189,N4796,3
N3189,N9580,4
N3190,N6128,1
N3190,N5805,4
N3190,N410,5
N3191,N7691,5
N3191,N5553,4
N3191,N7701,4
N3192,N1626,3
N3192,N7209,3
N3192,N6767,5
N3193,N8128,5
N3193,N8459,2
N3193,N6568,3
N3194,N2164,3
N3194,N6974,4
N3194,N6570,1
N3195,N583,5
N3195,N9983,2
N3195,N2159,4
N3196,N9395,3
N3196,N3526,3
N3196,N7680,3
N3197,N9899,2
N3197,N2636,1
N3197,N3883,1
N3198,N9458,3
N3198,N10,5
N3198,N3045,5
N3199,N9660,2
N3199,N5621,3
N3199,N8397,4
N3200,N4734,1
N3200,N5868,4
N3200,N3236,3
N3201,N127,4
N3201,N9637,5
N3201,N7078,1
N3202,N8070,4
N3202,N317,4
N3202,N1494,1
N3203,N8253,1
N3203,N9383,3
N3203,N4528,1
N3204,N4247,3
N3204,N2410,2
N3204,N4456,2
N3205,N611,1
N3205,N116,3
N3205,N6370,1
N3206,N4074,2
N3206,N3523,4
N3206,N7600,2
N3207,N8611,4
N3207,N2608,4
N3207,N9919,4
N3208,N2296,1
N3208,N4377,5
N3208,N9920,2
N3209,N8510,3
N3209,N5245,1
N3209,N5643,1
N3210,N7928,5
N3210,N6039,5
N3210,N3967,1
N3211,N2916,5
N3211,N7822,1
N3211,N4102,3
N3212,N2527,1
N3212,N8330,3
N3212,N988,3
N3213,N9323,2
N3213,N8826,3
N3213,N2190,5
N3214,N329,3
N3214,N1176,3
N3214,N5603,4
N3215,N115,1
N3215,N3439,3
N3215,N5002,3
N3216,N7600,2
N3216,N8026,2
N3216,N2652,1
N3217,N1358,2
N3217,N8010,2
N3217,N1472,1
N3218,N9697,2
N3218,N908,4
N3218,N6447,2
N3219,N9626,2
N3219,N3332,1
N3219,N6466,4
N3220,N1032,1
N3220,N8988,2
N3220,N8729,1
N3221,N3836,2
N3221,N162,5
N3221,N4923,2
N3222,N8785,3
N3222,N9376,3
N3222,N1151,5
N3223,N9166,2
N3223,N8275,2
N3223,N8515,3
N3224,N4536,3
N3224,N9074,5
N3224,N6117,1
N3225,N640,1
N3225,N5765,3
N3225,N9384,3
N3226,N3616,2
N3226,N3577,2
N3226,N822,1
N3227,N8032,4
N3227,N1934,2
N3227,N7960,5
N3228,N4763,1
N3228,N5843,3
N3228,N187,5
N3229,N7682,4
N3229,N568,3
N3229,N896,5
N3230,N92,3
N3230,N9874,3
N3230,N9017,4
N3231,N7316,3
N3231,N1324,4
N3231,N1852,4
N3232,N6210,4
N3232,N7337,2
N3232,N2941,4
N3233,N1668,1
N3233,N5667,1
N3233,N948,4
N3234,N4995,2
N3234,N4591,3
N3234,N2257,5
N3235,N3366,2
N3235,N9261,3
N3235,N992,3
N3236,N9017,4
N3236,N4861,5
N3236,N9299,4
N3237,N3367,2
N3237,N1042,1
N3237,N2532,4
N3238,N8674,2
N3238,N7004,1
N3238,N9721,1
N3239,N890,5
N3239,N3775,4
N3239,N3791,4
N3240,N861,3
N3240,N5206,2
N3240,N7591,5
N3241,N8907,1
N3241,N4949,1
N3241,N4548,3
N3242,N7836,2
N3242,N9140,2
N3242,N4326,2
N3243,N953,1
N3243,N9034,1
N3243,N2019,3
N3244,N5259,3
N3244,N6788,4
N3244,N1477,1
N3245,N642,5
N3245,N1711,2
N3245,N9753,5
N3246,N4717,2
N3246,N3498,3
N3246,N2621,4
N3247,N3640,5
N3247,N1373,2
N3247,N9500,3
N3248,N6695,2
N3248,N7944,3
N3248,N1341,5
N3249,N6755,2
N3249,N9273,4
N3249,N4620,2
N3250,N9297,2
N3250,N9972,5
N3250,N9304,5
N3251,N2659,2
N3251,N4889,4
N3251,N8816,4
N3252,N9294,5
N3252,N3914,4
N3252,N7654,5
N3253,N4288,3
N3253,N2627,4
N3253,N4350,3
N3254,N8869,3
N3254,N1134,1
N3254,N5510,4
N3255,N1167,1
N3255,N585,3
N3255,N1885,1
N3256,N2070,4
N3256,N6614,2
N3256,N7396,3
N3257,N9822,3
N3257,N6636,4
N3257,N7003,5
N3258,N1595,4
N3258,N8993,4
N3258,N620,5
N3259,N4896,3
N3259,N1236,3
N3259,N3564,5
N3260,N9536,5
N3260,N3919,4
N3260,N2097,4
N3261,N656,4
N3261,N852,2
N3261,N5798,2
N3262,N3652,3
N3262,N8273,3
N3262,N1876,3
N3263,N2293,1
N3263,N4087,5
N3263,N9740,5
N3264,N3558,2
N3264,N3400,2
N3264,N7850,5
N3265,N9362,2
N3265,N1238,5
N3265,N4622,2
N3266,N8016,1
N3266,N1475,2
N3266,N9027,1
N3267,N9742,5
N3267,N7079,2
N3267,N4072,2
N3268,N5528,2
N3268,N7170,5
N3268,N2869,1
N3269,N2284,1
N3269,N946,5
N3269,N8728,2
N3270,N8245,2
N3270,N2050,1
N3270,N187,3
N3271,N757,1
N3271,N7904,3
N3271,N2534,2
N3272,N5380,5
N3272,N5414,3
N3272,N9476,4
N3273,N1194,3
N3273,N1515,4
N3273,N1365,5
N3274,N7887,5
N3274,N557,2
N3274,N5844,3
N3275,N2083,2
N3275,N9952,2
N3275,N6994,4
N3276,N8258,1
N3276,N7153,2
N3276,N2914,1
N3277,N1940,5
N3277,N919,5
N3277,N6576,5
N3278,N4968,5
N3278,N5221,1
N3278,N1564,2
N3279,N7653,1
N3279,N2769,3
N3279,N2357,5
N3280,N7141,3
N3280,N9088,1
N3280,N2827,5
N3281,N6914,2
N3281,N3565,2
N3281,N9785,1
N3282,N1063,4
N3282,N3927,3
N3282,N9650,4
N3283,N6429,3
N3283,N5065,2
N3283,N7307,2
N3284,N2730,1
N3284,N8291,3
N3284,N5614,5
N3285,N7100,5
N3285,N7952,4
N3285,N1093,4
N3286,N1657,5
N3286,N5073,5
N3286,N4508,2
N3287,N3918,3
N3287,N2832,1
N3287,N360,5
N3288,N544,3
N3288,N467,3
N3288,N7785,5
N3289,N2314,1
N3289,N1559,5
N3289,N7629,4
N3290,N2313,2
N3290,N5738,1
N3290,N5085,5
N3291,N9097,3
N3291,N2612,4
N3291,N6667,3
N3292,N2524,5
N3292,N1998,4
N3292,N4616,1
N3293,N461,2
N3293,N5364,5
N3293,N3364,3
N3294,N4753,4
N3294,N2354,5
N3294,N7006,5
N3295,N2391,3
N3295,N2266,2
N3295,N834,4
N3296,N7633,5
N3296,N262,1
N3296,N1182,5
N3297,N7356,2
N3297,N8148,5
N3297,N9203,5
N3298,N9638,4
N3298,N6239,3
N3298,N3087,4
N3299,N945,5
N3299,N364,2
N3299,N3988,5
N3300,N2166,3
N3300,N9718,5
N3300,N83,4
N3301,N1882,5
N3301,N1356,4
N3301,N8761,4
N3302,N4612,1
N3302,N1939,1
N3302,N4593,3
N3303,N9769,5
N3303,N4665,2
N3303,N367,3
N3304,N7084,5
N3304,N7496,3
N3304,N7921,5
N3305,N8218,5
N3305,N4117,4
N3305,N1308,2
N3306,N6988,3
N3306,N5676,4
N3306,N9188,4
N3307,N7621,5
N3307,N3189,1
N3307,N1057,3
N3308,N9786,2
N3308,N7963,4
N3308,N2735,5
N3309,N3272,5
N3309,N3447,4
N3309,N2156,5
N3310,N2887,4
N3310,N132,4
N3310,N793,3
N3311,N786,1
N3311,N5498,4
N3311,N6498,5
N3312,N3348,5
N3312,N2437,2
N3312,N9915,1
N3313,N1288,3
N3313,N8007,4
N3313,N4369,1
N3314,N6488,2
N3314,N6326,5
N3314,N9205,4
N3315,N2039,1
N3315,N271,4
N3315,N509,4
N3316,N7922,5
N3316,N779,3
N3316,N8531,2
N3317,N6441,1
N3317,N674,1
N3317,N333,3
N3318,N3543,4
N3318,N8801,3
N3318,N5702,2
N3319,N3534,1
N3319,N156,2
N3319,N5009,3
N3320,N7585,3
N3320,N3887,1
N3320,N8804,5
N3321,N8511,3
N3321,N1902,1
N3321,N48,2
N3322,N164,1
N3322,N8880,3
N3322,N9420,4
N3323,N6722,5
N3323,N6603,4
N3323,N9251,4
N3324,N3433,4
N3324,N3103,1
N3324,N458,5
N3325,N1943,4
N3325,N8011,2
N3325,N4189,5
N3326,N7747,2
N3326,N9670,2
N3326,N5527,3
N3327,N6278,5
N3327,N3493,1
N3327,N782,1
N3328,N8052,2
N3328,N6965,5
N3328,N3123,3
N3329,N1339,3
N3329,N4951,4
N3329,N1393,2
N3330,N2572,3
N3330,N8266,4
N3330,N4852,2
N3331,N7078,4
N3331,N8779,4
N3331,N8830,3
N3332,N5904,4
N3332,N9806,4
N3332,N8011,2
N3333,N8074,2
N3333,N5850,4
N3333,N6914,2
N3334,N1254,1
N3334,N3544,1
N3334,N2982,1
N3335,N4439,5
N3335,N8983,3
N3335,N6865,2
N3336,N4454,4
N3336,N1827,1
N3336,N914,5
N3337,N9826,3
N3337,N9054,5
N3337,N320,3
N3338,N7669,2
N3338,N3132,2
N3338,N5608,1
N3339,N9319,4
N3339,N2456,5
N3339,N392,5
N3340,N8927,1
N3340,N3392,1
N3340,N6397,1
N3341,N4003,1
N3341,N1318,5
N3341,N9727,3
N3342,N1421,4
N3342,N3355,5
N3342,N5957,4
N3343,N920,2
N3343,N5736,4
N3343,N2483,3
N3344,N2255,4
N3344,N5062,3
N3344,N8886,1
N3345,N8621,2
N3345,N5451,5
N3345,N5932,3
N3346,N2385,5
N3346,N3894,4
N3346,N8974,4
N3347,N8608,1
N3347,N2473,3
N3347,N6719,4
N3348,N4077,3
N3348,N456,3
N3348,N355,3
N3349,N4330,5
N3349,N4492,1
N3349,N3409,2
N3350,N1938,4
N3350,N1983,4
N3350,N5004,2
N3351,N2005,3
N3351,N2157,1
N3351,N4251,3
N3352,N6000,5
N3352,N2609,3
N3352,N2755,1
N3353,N865,5
N3353,N2357,2
N3353,N403,2
N3354,N1821,1
N3354,N9716,4
N3354,N5420,3
N3355,N1296,1
N3355,N1179,5
N3355,N7629,4
N3356,N7686,2
N3356,N7189,5
N3356,N183,1
N3357,N3989,3
N3357,N3401,2
N3357,N8646,4
N3358,N7808,2
N3358,N120,1
N3358,N2086,4
N3359,N3019,4
N3359,N1950,3
N3359,N1020,4
N3360,N6358,4
N3360,N2217,4
N3360,N7957,1
N3361,N9900,2
N3361,N950,4
N3361,N2762,1
N3362,N852,5
N3362,N5509,5
N3362,N7918,1
N3363,N617,2
N3363,N9292,1
N3363,N749,5
N3364,N2766,5
N3364,N4862,4
N3364,N4604,2
N3365,N5693,3
N3365,N180,1
N3365,N8140,2
N3366,N9467,5
N3366,N1329,1
N3366,N7322,5
N3367,N52,5
N3367,N9985,1
N3367,N1744,1
N3368,N4080,5
N3368,N5487,2
N3368,N1187,3
N3369,N2183,3
N3369,N2161,4
N3369,N5548,5
N3370,N8265,2
N3370,N3817,3
N3370,N1349,4
N3371,N915,1
N3371,N67,1
N3371,N7872,5
N3372,N9670,1
N3372,N1531,1
N3372,N1245,4
N3373,N12,3
N3373,N4598,2
N3373,N6380,2
N3374,N6855,5
N3374,N3384,2
N3374,N5263,4
N3375,N8525,3
N3375,N3569,4
N3375,N2690,5
N3376,N880,3
N3376,N2545,3
