source,target,weight
N11123,N3204,2
N11124,N5593,2
N11124,N3726,2
N11124,N24761,5
N11125,N2618,5
N11125,N22909,3
N11125,N2651,5
N11126,N5025,1
N11126,N8367,2
N11126,N13730,2
N11127,N18574,1
N11127,N20178,1
N11127,N14730,1
N11128,N21565,1
N11128,N22018,5
N11128,N791,1
N11129,N5083,1
N11129,N5419,1
N11129,N20206,2
N11130,N2916,5
N11130,N1389,2
N11130,N15213,5
N11131,N7864,3
N11131,N19328,4
N11131,N3276,3
N11132,N957,3
N11132,N3549,3
N11132,N1141,3
N11133,N8316,3
N11133,N15836,1
N11133,N413,4
N11134,N2532,3
N11134,N20842,5
N11134,N5466,1
N11135,N4434,5
N11135,N562,3
N11135,N13538,5
N11136,N20580,2
N11136,N17536,1
N11136,N4299,2
N11137,N4929,5
N11137,N24268,4
N11137,N22404,5
N11138,N4324,2
N11138,N13273,3
N11138,N24672,4
N11139,N1237,2
N11139,N5771,2
N11139,N9807,3
N11140,N20023,2
N11140,N24582,4
N11140,N8420,5
N11141,N13651,3
N11141,N10067,5
N11141,N5956,4
N11142,N12111,4
N11142,N521,4
N11142,N502,3
N11143,N5919,4
N11143,N2067,5
N11143,N13177,2
N11144,N3115,5
N11144,N2369,2
N11144,N15290,5
N11145,N10640,5
N11145,N11190,3
N11145,N4727,1
N11146,N21313,2
N11146,N14884,3
N11146,N24818,5
N11147,N8391,1
N11147,N1215,3
N11147,N7119,2
N11148,N11987,3
N11148,N3169,1
N11148,N1385,4
N11149,N2523,3
N11149,N9780,3
N11149,N20590,2
N11150,N556,5
N11150,N1262,2
N11150,N17883,5
N11151,N14268,3
N11151,N14572,3
N11151,N18214,2
N11152,N5430,5
N11152,N13451,4
N11152,N10112,3
N11153,N22661,2
N11153,N23068,2
N11153,N12510,5
N11154,N21604,1
N11154,N7109,1
N11154,N20942,4
N11155,N2569,5
N11155,N13605,3
N11155,N19771,5
N11156,N22530,4
N11156,N21653,3
N11156,N19642,1
N11157,N10013,3
N11157,N7609,2
N11157,N20051,4
N11158,N8983,2
N11158,N22381,2
N11158,N16093,2
N11159,N23175,4
N11159,N851,5
N11159,N6693,5
N11160,N24729,2
N11160,N7334,3
N11160,N15508,4
N11161,N8620,1
N11161,N6729,2
N11161,N317,4
N11162,N13240,5
N11162,N14722,4
N11162,N8113,2
N11163,N4551,1
N11163,N21914,5
N11163,N17372,4
N11164,N19019,4
N11164,N5112,5
N11164,N18135,4
N11165,N15848,4
N11165,N24439,1
N11165,N15347,5
N11166,N20740,1
N11166,N24864,5
N11166,N11800,4
N11167,N19903,5
N11167,N20560,4
N11167,N1237,3
N11168,N10586,4
N11168,N20182,5
N11168,N704,1
N11169,N19493,2
N11169,N20912,1
N11169,N4344,5
N11170,N12603,4
N11170,N11028,1
N11170,N19694,3
N11171,N20118,2
N11171,N8214,5
N11171,N7717,5
N11172,N366,4
N11172,N7629,5
N11172,N9221,2
N11173,N8624,3
N11173,N11238,5
N11173,N23707,2
N11174,N8299,2
N11174,N7735,5
N11174,N17124,1
N11175,N1223,3
N11175,N15792,1
N11175,N7178,2
N11176,N3864,3
N11176,N9341,1
N11176,N3536,3
N11177,N6623,4
N11177,N5961,3
N11177,N4345,1
N11178,N4436,3
N11178,N972,5
N11178,N6382,3
N11179,N3374,3
N11179,N11333,1
N11179,N4538,2
N11180,N4484,5
N11180,N14510,5
N11180,N7785,3
N11181,N3989,2
N11181,N20158,4
N11181,N11848,3
N11182,N10336,3
N11182,N7723,1
N11182,N3519,5
N11183,N845,3
N11183,N15584,1
N11183,N2808,1
N11184,N21905,1
N11184,N1787,4
N11184,N22205,2
N11185,N14145,4
N11185,N6529,2
N11185,N9119,4
N11186,N20231,3
N11186,N16367,3
N11186,N4328,3
N11187,N14963,5
N11187,N11549,5
N11187,N22960,2
N11188,N13438,1
N11188,N10680,4
N11188,N19794,1
N11189,N2205,5
N11189,N22901,1
N11189,N23384,3
N11190,N18495,5
N11190,N2777,3
N11190,N7740,3
N11191,N24750,3
N11191,N16165,1
N11191,N2869,5
N11192,N364,3
N11192,N5503,2
N11192,N21127,2
N11193,N233,2
N11193,N5724,3
N11193,N8844,2
N11194,N2507,4
N11194,N5119,3
N11194,N9391,4
N11195,N12772,3
N11195,N7678,4
N11195,N24817,3
N11196,N8543,5
N11196,N906,1
N11196,N24721,5
N11197,N6036,1
N11197,N5713,1
N11197,N21786,3
N11198,N22800,1
N11198,N13949,2
N11198,N3266,5
N11199,N6936,4
N11199,N20422,1
N11199,N24585,4
N11200,N4009,1
N11200,N7825,4
N11200,N21304,4
N11201,N19462,5
N11201,N15292,5
N11201,N4307,5
N11202,N24323,4
N11202,N9377,2
N11202,N20081,5
N11203,N589,4
N11203,N7552,3
N11203,N20875,5
N11204,N15582,5
N11204,N1375,2
N11204,N4790,2
N11205,N4925,2
N11205,N807,2
N11205,N64,1
N11206,N4700,3
N11206,N6780,4
N11206,N7899,3
N11207,N1,4
N11207,N15750,1
N11207,N5298,5
N11208,N23575,5
N11208,N5132,2
N11208,N18299,1
N11209,N22303,5
N11209,N1614,2
N11209,N6834,4
N11210,N967,1
N11210,N10254,4
N11210,N14924,2
N11211,N12220,2
N11211,N5204,1
N11211,N24659,4
N11212,N9049,4
N11212,N7852,3
N11212,N9409,3
N11213,N6684,4
N11213,N9888,5
N11213,N22441,2
N11214,N19173,1
N11214,N843,5
N11214,N5372,3
N11215,N5596,4
N11215,N13410,4
N11215,N3371,2
N11216,N16099,1
N11216,N13162,1
N11216,N3427,5
N11217,N23681,1
N11217,N21254,2
N11217,N764,5
N11218,N16952,4
N11218,N6214,4
N11218,N22811,2
N11219,N18073,1
N11219,N526,4
N11219,N3464,4
N11220,N18335,1
N11220,N15797,2
N11220,N1403,4
N11221,N24015,3
N11221,N12677,2
N11221,N1178,4
N11222,N13970,2
N11222,N6640,5
N11222,N4309,4
N11223,N396,3
N11223,N5880,2
N11223,N13321,2
N11224,N2489,1
N11224,N19993,3
N11224,N20232,4
N11225,N22258,1
N11225,N2767,5
N11225,N24010,4
N11226,N4152,3
N11226,N7299,3
N11226,N7472,5
N11227,N9733,5
N11227,N6734,5
N11227,N16286,4
N11228,N3908,2
N11228,N388,1
N11228,N13071,5
N11229,N5427,1
N11229,N10035,5
N11229,N20343,3
N11230,N14211,3
N11230,N21178,5
N11230,N18716,5
N11231,N5043,5
N11231,N11717,2
N11231,N24166,4
N11232,N9937,4
N11232,N15857,1
N11232,N5962,3
N11233,N6281,3
N11233,N3705,4
N11233,N20454,5
N11234,N8478,4
N11234,N10593,2
N11234,N4683,5
N11235,N23936,4
N11235,N18476,4
N11235,N1933,3
N11236,N21461,4
N11236,N22791,3
N11236,N6654,2
N11237,N1211,2
N11237,N5943,4
N11237,N11887,2
N11238,N2426,1
N11238,N16216,5
N11238,N11560,5
N11239,N15320,1
N11239,N18176,1
N11239,N11215,3
N11240,N3348,2
N11240,N645,5
N11240,N20869,2
N11241,N3565,3
N11241,N1884,4
N11241,N1944,5
N11242,N19173,1
N11242,N21636,2
N11242,N19348,3
N11243,N3559,5
N11243,N7326,2
N11243,N16388,2
N11244,N4872,2
N11244,N1905,4
N11244,N3623,1
N11245,N10150,1
N11245,N5718,5
N11245,N21240,2
N11246,N9364,5
N11246,N4616,2
N11246,N20514,5
N11247,N17671,4
N11247,N14403,3
N11247,N16587,3
N11248,N13041,2
N11248,N3032,1
N11248,N5416,5
N11249,N8697,5
N11249,N16281,2
N11249,N78,4
N11250,N3595,4
N11250,N2046,5
N11250,N20392,3
N11251,N13157,5
N11251,N7735,2
N11251,N7504,3
N11252,N13998,4
N11252,N19464,5
N11252,N13295,5
N11253,N8223,4
N11253,N22156,4
N11253,N3278,5
N11254,N4594,1
N11254,N2257,3
N11254,N7714,1
N11255,N5528,4
N11255,N11872,1
N11255,N5420,1
N11256,N14963,1
N11256,N869,5
N11256,N7500,5
N11257,N16934,4
N11257,N20070,4
N11257,N17008,2
N11258,N10202,5
N11258,N13168,2
N11258,N4361,3
N11259,N2938,4
N11259,N22831,3
N11259,N873,2
N11260,N12794,2
N11260,N13239,2
N11260,N1543,2
N11261,N20162,4
N11261,N18049,3
N11261,N19251,4
N11262,N5338,4
N11262,N23965,2
N11262,N1255,3
N11263,N712,1
N11263,N19102,1
N11263,N14802,4
N11264,N20823,4
N11264,N17909,1
N11264,N5214,4
N11265,N466,4
N11265,N7653,5
N11265,N6576,5
N11266,N3932,5
N11266,N5141,2
N11266,N20070,2
N11267,N567,3
N11267,N24182,1
N11267,N2922,2
N11268,N6806,2
N11268,N5240,2
N11268,N2132,1
N11269,N10273,5
N11269,N3936,3
N11269,N12173,5
N11270,N6341,3
N11270,N2830,1
N11270,N19293,2
N11271,N5660,4
N11271,N3654,4
N11271,N7652,5
N11272,N17783,3
N11272,N17027,3
N11272,N16255,4
N11273,N21423,5
N11273,N5890,1
N11273,N3064,2
N11274,N8016,5
N11274,N6106,3
N11274,N10267,2
N11275,N1093,4
N11275,N5179,2
N11275,N18569,1
N11276,N2625,3
N11276,N741,1
N11276,N4751,2
N11277,N10410,5
N11277,N8874,2
N11277,N427,3
N11278,N15039,5
N11278,N8385,4
N11278,N17188,1
N11279,N2488,1
N11279,N1658,2
N11279,N17212,3
N11280,N5607,5
N11280,N9259,1
N11280,N2058,1
N11281,N6139,1
N11281,N20594,4
N11281,N3479,3
N11282,N22435,4
N11282,N7720,5
N11282,N10666,5
N11283,N10325,2
N11283,N19762,1
N11283,N19015,2
N11284,N18853,3
N11284,N176,4
N11284,N120,4
N11285,N4778,1
N11285,N5516,2
N11285,N5083,1
N11286,N9399,2
N11286,N2899,4
N11286,N20721,5
N11287,N22551,2
N11287,N18282,3
N11287,N998,1
N11288,N18296,3
N11288,N4154,2
N11288,N4398,5
N11289,N12699,4
N11289,N3023,3
N11289,N22965,4
N11290,N21008,4
N11290,N7624,3
N11290,N165,4
N11291,N5660,3
N11291,N2645,5
N11291,N23587,2
N11292,N922,5
N11292,N59,3
N11292,N15227,3
N11293,N6561,2
N11293,N8073,4
N11293,N14487,4
N11294,N15209,3
N11294,N4840,1
N11294,N3991,3
N11295,N17218,5
N11295,N200,5
N11295,N7309,4
N11296,N5631,5
N11296,N12597,1
N11296,N23764,3
N11297,N14581,2
N11297,N923,3
N11297,N175,1
N11298,N4053,5
N11298,N20955,4
N11298,N4645,3
N11299,N15006,3
N11299,N6271,3
N11299,N13790,1
N11300,N595,3
N11300,N19723,5
N11300,N6281,4
N11301,N16769,3
N11301,N2347,3
N11301,N13354,1
N11302,N16683,4
N11302,N8430,1
N11302,N2928,4
N11303,N5614,4
N11303,N5520,4
N11303,N15703,2
N11304,N18579,3
N11304,N16718,2
N11304,N7327,3
N11305,N24836,2
N11305,N5303,1
N11305,N13060,3
N11306,N3196,2
N11306,N3424,1
N11306,N2066,3
N11307,N23540,5
N11307,N22418,3
N11307,N21947,4
N11308,N9811,2
N11308,N7362,1
N11308,N6219,5
N11309,N210,5
N11309,N6683,2
N11309,N6467,2
N11310,N17957,3
N11310,N2769,1
N11310,N3128,2
N11311,N7146,1
N11311,N13066,1
N11311,N8095,2
N11312,N4792,5
N11312,N40,4
N11312,N13319,1
N11313,N7450,1
N11313,N6312,5
N11313,N1763,5
N11314,N19520,4
N11314,N17822,3
N11314,N5558,1
N11315,N1039,3
N11315,N767,3
N11315,N5217,2
N11316,N16755,5
N11316,N21633,1
N11316,N15892,5
N11317,N10331,2
N11317,N15517,4
N11317,N22715,5
N11318,N21844,2
N11318,N7552,4
N11318,N18678,1
N11319,N10377,3
N11319,N24173,2
N11319,N1842,1
N11320,N19585,5
N11320,N17300,5
N11320,N6344,2
N11321,N5145,4
N11321,N24901,3
N11321,N17510,5
N11322,N9765,4
N11322,N12241,1
N11322,N15060,5
N11323,N18974,1
N11323,N3273,1
N11323,N852,4
N11324,N15574,5
N11324,N15071,2
N11324,N3843,4
N11325,N15440,3
N11325,N5453,2
N11325,N506,5
N11326,N20092,3
N11326,N21662,1
N11326,N7049,2
N11327,N19490,4
N11327,N1220,2
N11327,N17024,2
N11328,N5473,3
N11328,N18034,4
N11328,N6403,2
N11329,N15990,5
N11329,N544,4
N11329,N18316,2
N11330,N2250,5
N11330,N6136,5
N11330,N1996,2
N11331,N19656,3
N11331,N22623,3
N11331,N19350,4
N11332,N4684,5
N11332,N22998,5
N11332,N712,5
N11333,N19299,5
N11333,N3231,5
N11333,N17935,2
N11334,N11252,3
N11334,N2760,3
N11334,N9506,1
N11335,N15641,1
N11335,N12789,3
N11335,N9134,4
N11336,N11920,5
N11336,N16012,1
N11336,N22718,4
N11337,N19220,3
N11337,N13240,1
N11337,N585,1
N11338,N6347,4
N11338,N17499,5
N11338,N10942,4
N11339,N3835,1
N11339,N4026,3
N11339,N9618,4
N11340,N18433,3
N11340,N12329,4
N11340,N9698,3
N11341,N6401,1
N11341,N741,4
N11341,N8058,2
N11342,N9825,5
N11342,N3560,1
N11342,N23239,3
N11343,N4537,3
N11343,N1050,4
N11343,N13110,1
N11344,N6168,2
N11344,N4506,5
N11344,N9570,5
N11345,N16281,5
N11345,N21383,3
N11345,N8165,5
N11346,N1076,1
N11346,N7570,2
N11346,N20168,2
N11347,N16882,3
N11347,N16744,1
N11347,N12588,3
N11348,N8381,3
N11348,N9650,3
N11348,N4562,1
N11349,N3793,4
N11349,N1815,2
N11349,N19034,1
N11350,N19798,5
N11350,N8543,2
N11350,N9686,4
N11351,N15458,5
N11351,N3369,4
N11351,N24590,5
N11352,N6224,2
N11352,N2085,1
N11352,N3265,5
N11353,N3512,4
N11353,N17777,3
N11353,N8653,5
N11354,N18474,2
N11354,N5047,1
N11354,N18536,5
N11355,N8866,5
N11355,N9562,2
N11355,N6006,3
N11356,N8670,3
N11356,N5252,4
N11356,N6390,3
N11357,N19342,3
N11357,N13765,5
N11357,N22311,3
N11358,N10946,4
N11358,N16953,1
N11358,N1680,3
N11359,N10069,5
N11359,N15628,4
N11359,N18737,2
N11360,N7873,5
N11360,N2067,2
N11360,N3457,1
N11361,N20912,5
N11361,N5970,2
N11361,N2262,2
N11362,N9307,1
N11362,N6131,1
N11362,N2543,3
N11363,N8674,2
N11363,N11461,1
N11363,N23647,1
N11364,N3385,1
N11364,N9526,3
N11364,N14130,3
N11365,N7369,2
N11365,N14290,3
N11365,N21545,2
N11366,N5638,3
N11366,N14476,4
N11366,N4505,3
N11367,N10149,5
N11367,N5667,1
N11367,N5345,5
N11368,N14231,1
N11368,N7519,4
N11368,N6529,1
N11369,N5413,4
N11369,N6131,4
N11369,N2618,1
N11370,N3296,5
N11370,N9190,3
N11370,N20824,3
N11371,N12399,1
N11371,N15321,4
N11371,N3392,1
N11372,N6005,4
N11372,N24099,1
N11372,N7569,1
N11373,N4859,4
N11373,N1509,3
N11373,N4848,1
N11374,N22431,3
N11374,N1893,3
N11374,N7559,1
N11375,N14019,4
N11375,N3692,4
N11375,N17050,4
N11376,N2269,4
N11376,N14440,4
N11376,N16578,2
N11377,N10620,1
N11377,N7904,2
N11377,N23556,2
N11378,N1701,5
N11378,N21594,5
N11378,N17598,5
N11379,N19909,2
N11379,N18685,4
N11379,N2290,4
N11380,N23816,1
N11380,N14602,4
N11380,N12394,5
N11381,N18792,4
N11381,N3346,3
N11381,N5603,4
N11382,N1002,3
N11382,N22060,4
N11382,N13865,4
N11383,N4036,4
N11383,N13046,1
N11383,N273,3
N11384,N5539,2
N11384,N4221,1
N11384,N21880,1
N11385,N2168,5
N11385,N17523,4
N11385,N6692,1
N11386,N61,3
N11386,N20941,1
N11386,N4503,4
N11387,N3358,4
N11387,N10203,3
N11387,N2225,5
N11388,N17798,1
N11388,N5931,2
N11388,N5384,2
N11389,N5294,5
N11389,N21442,4
N11389,N1726,3
N11390,N24785,5
N11390,N5010,3
N11390,N7460,5
N11391,N118,4
N11391,N19755,1
N11391,N1302,4
N11392,N3066,5
N11392,N13107,2
N11392,N2045,3
N11393,N6940,4
N11393,N1803,1
N11393,N5000,2
N11394,N2176,5
N11394,N568,5
N11394,N17479,4
N11395,N10960,2
N11395,N17095,3
N11395,N20328,2
N11396,N15256,2
N11396,N2258,2
N11396,N11935,5
N11397,N8252,5
N11397,N6541,5
N11397,N3916,4
N11398,N10619,2
N11398,N7689,5
N11398,N23187,1
N11399,N18864,1
N11399,N3029,5
N11399,N7078,2
N11400,N5131,4
N11400,N22372,3
N11400,N19094,2
N11401,N7931,4
N11401,N14704,1
N11401,N5245,4
N11402,N5984,2
N11402,N1137,1
N11402,N4480,3
N11403,N4414,4
N11403,N791,2
N11403,N22280,4
N11404,N5787,5
N11404,N5539,4
N11404,N14179,4
N11405,N1264,4
N11405,N11468,1
N11405,N7507,5
N11406,N14429,1
N11406,N7728,2
N11406,N13762,4
N11407,N22938,3
N11407,N19001,1
N11407,N19132,3
N11408,N17002,5
N11408,N13454,5
N11408,N16117,3
N11409,N11906,4
N11409,N1602,5
N11409,N17325,1
N11410,N5537,1
N11410,N2133,2
N11410,N112,4
N11411,N4257,2
N11411,N4444,3
N11411,N3230,3
N11412,N1142,1
N11412,N17003,5
N11412,N4383,4
N11413,N367,5
N11413,N4982,4
N11413,N24791,3
N11414,N2026,5
N11414,N11788,3
N11414,N2600,3
N11415,N14425,5
N11415,N15939,3
N11415,N21034,2
N11416,N23860,3
N11416,N13719,5
N11416,N16412,4
N11417,N7284,3
N11417,N6925,1
N11417,N6732,4
N11418,N18415,2
N11418,N3097,1
N11418,N21837,1
N11419,N8896,2
N11419,N223,4
N11419,N16984,3
N11420,N654,4
N11420,N21105,5
N11420,N5563,4
N11421,N15605,1
N11421,N11495,2
N11421,N5490,3
N11422,N2351,2
N11422,N2444,5
N11422,N7462,1
N11423,N23444,4
N11423,N21269,5
N11423,N18722,1
N11424,N20871,4
N11424,N11362,5
N11424,N11886,2
N11425,N3013,3
N11425,N4925,1
N11425,N3583,5
N11426,N3005,4
N11426,N10904,2
N11426,N4570,4
N11427,N16885,3
N11427,N20743,5
N11427,N7903,3
N11428,N16203,5
N11428,N22594,2
N11428,N6718,4
N11429,N732,5
N11429,N16923,1
N11429,N23226,3
N11430,N21743,3
N11430,N22718,4
N11430,N18961,3
N11431,N15833,1
N11431,N5015,1
N11431,N23808,4
N11432,N5847,5
N11432,N1310,4
N11432,N13418,2
N11433,N5221,1
N11433,N8738,3
N11433,N1347,3
N11434,N3407,3
N11434,N6852,1
N11434,N5433,3
N11435,N12881,5
N11435,N16873,5
N11435,N2293,5
N11436,N3207,3
N11436,N1898,5
N11436,N6905,4
N11437,N11399,4
N11437,N2323,2
N11437,N5642,2
N11438,N23035,2
N11438,N1572,1
N11438,N10174,5
N11439,N7281,3
N11439,N14331,2
N11439,N8681,3
N11440,N17479,4
N11440,N3201,5
N11440,N2694,4
N11441,N11513,3
N11441,N15228,1
N11441,N9223,2
N11442,N17964,2
N11442,N3576,2
N11442,N20539,4
N11443,N14101,5
N11443,N15686,2
N11443,N3226,3
N11444,N11642,1
N11444,N22399,1
N11444,N4024,4
N11445,N14825,1
N11445,N5531,1
N11445,N21596,5
N11446,N1056,1
N11446,N16657,1
N11446,N4341,4
N11447,N10631,5
N11447,N16871,3
N11447,N7139,4
N11448,N20226,4
N11448,N20715,3
N11448,N2475,2
N11449,N4372,1
N11449,N15695,5
N11449,N1402,3
N11450,N3689,1
N11450,N15015,5
N11450,N7789,1
N11451,N17178,1
N11451,N1880,5
N11451,N1931,1
N11452,N20514,4
N11452,N4123,4
N11452,N632,4
N11453,N1960,5
N11453,N12220,5
N11453,N3696,2
N11454,N2427,2
N11454,N4344,2
N11454,N24735,5
N11455,N18962,1
N11455,N20286,5
N11455,N1467,1
N11456,N16652,3
N11456,N1650,5
N11456,N21427,3
N11457,N21833,2
N11457,N13168,1
N11457,N20497,1
N11458,N5643,5
N11458,N6095,1
N11458,N9,4
N11459,N3766,4
N11459,N7118,4
N11459,N15749,1
N11460,N1478,4
N11460,N23999,2
N11460,N2945,4
N11461,N24875,1
N11461,N16675,2
N11461,N13289,3
N11462,N10562,2
N11462,N15911,1
N11462,N19398,4
N11463,N13300,1
N11463,N16216,3
N11463,N4390,1
N11464,N6329,4
N11464,N18161,4
N11464,N16960,3
N11465,N4679,4
N11465,N18816,2
N11465,N6105,5
N11466,N6864,1
N11466,N19403,5
N11466,N2861,4
N11467,N2661,5
N11467,N15275,5
N11467,N10982,2
N11468,N5171,5
N11468,N7276,2
N11468,N3016,4
N11469,N7015,3
N11469,N10358,5
N11469,N14189,2
N11470,N14348,3
N11470,N12715,1
N11470,N6667,4
N11471,N1989,5
N11471,N21386,5
N11471,N1094,2
N11472,N15394,3
N11472,N23642,1
N11472,N7178,4
N11473,N4782,4
N11473,N14404,3
N11473,N5528,5
N11474,N6319,1
N11474,N23605,5
N11474,N13484,3
N11475,N22889,2
N11475,N8669,5
N11475,N6137,2
N11476,N7499,2
N11476,N19694,3
N11476,N24355,1
N11477,N21713,3
N11477,N13565,4
N11477,N23227,2
N11478,N22390,3
N11478,N2995,5
N11478,N1797,5
N11479,N20946,1
N11479,N4816,2
N11479,N508,3
N11480,N6095,1
N11480,N24342,1
N11480,N8819,4
N11481,N6262,3
N11481,N13537,1
N11481,N18123,1
N11482,N23990,5
N11482,N15095,3
N11482,N1289,4
N11483,N15236,1
N11483,N23892,4
N11483,N23002,3
N11484,N6726,1
N11484,N12810,2
N11484,N12691,1
N11485,N19809,1
N11485,N12439,4
N11485,N3616,5
N11486,N10521,1
N11486,N16360,1
N11486,N6886,5
N11487,N18292,3
N11487,N5986,3
N11487,N20713,3
N11488,N137,3
N11488,N10070,5
N11488,N8344,1
N11489,N5521,4
N11489,N16871,4
N11489,N9248,1
N11490,N18829,5
N11490,N3194,4
N11490,N7658,2
N11491,N2179,4
N11491,N5961,1
N11491,N19902,4
N11492,N17756,5
N11492,N17506,1
N11492,N7219,4
N11493,N12903,2
N11493,N6253,1
N11493,N8498,3
N11494,N21551,5
N11494,N9586,2
N11494,N770,4
N11495,N22718,1
N11495,N1693,5
N11495,N16045,5
N11496,N8659,2
N11496,N20187,2
N11496,N21145,1
N11497,N14021,1
N11497,N14866,2
N11497,N14578,5
N11498,N1182,4
N11498,N18585,1
N11498,N9747,1
N11499,N19223,3
N11499,N14731,2
N11499,N1633,2
N11500,N18579,5
N11500,N12316,2
N11500,N18419,3
N11501,N14852,2
N11501,N2284,1
N11501,N14724,1
N11502,N1530,2
N11502,N7794,2
N11502,N7174,3
N11503,N14955,1
N11503,N18083,3
N11503,N4762,4
N11504,N2840,5
N11504,N23314,3
N11504,N5249,4
N11505,N5301,5
N11505,N83,5
N11505,N20595,5
N11506,N8826,1
N11506,N8279,4
N11506,N10209,2
N11507,N15580,3
N11507,N2224,5
N11507,N3526,2
N11508,N7832,5
N11508,N21473,5
N11508,N1029,1
N11509,N13122,1
N11509,N7625,1
N11509,N1578,5
N11510,N4551,2
N11510,N8727,1
N11510,N14466,1
N11511,N20154,4
N11511,N8148,5
N11511,N13596,3
N11512,N14868,4
N11512,N2351,2
N11512,N8829,5
N11513,N4750,4
N11513,N71,4
N11513,N22246,4
N11514,N439,2
N11514,N15513,5
N11514,N14973,5
N11515,N12509,2
N11515,N3936,2
N11515,N10407,3
N11516,N15877,4
N11516,N17308,5
N11516,N1907,3
N11517,N12162,5
N11517,N5645,2
N11517,N7640,5
N11518,N3125,4
N11518,N1757,4
N11518,N5846,2
N11519,N20772,3
N11519,N16968,4
N11519,N12336,5
N11520,N5434,3
N11520,N18807,3
N11520,N20611,1
N11521,N20171,2
N11521,N7541,1
N11521,N13151,3
N11522,N18492,4
N11522,N2491,5
N11522,N10109,2
N11523,N1395,4
N11523,N9882,5
N11523,N13630,3
N11524,N4496,2
N11524,N19397,4
N11524,N189,2
N11525,N575,3
N11525,N13607,4
N11525,N6233,4
N11526,N450,2
N11526,N5726,5
N11526,N23447,1
N11527,N2058,2
N11527,N4190,4
N11527,N9929,4
N11528,N16508,5
N11528,N24064,2
N11528,N6418,5
N11529,N18147,3
N11529,N10388,3
N11529,N16022,4
N11530,N2744,1
N11530,N12964,5
N11530,N2473,5
N11531,N6459,2
N11531,N5625,2
N11531,N9639,4
N11532,N11294,2
N11532,N24687,5
N11532,N8458,5
N11533,N23307,2
N11533,N358,3
N11533,N24181,2
N11534,N14134,3
N11534,N1412,3
N11534,N3156,5
N11535,N5081,2
N11535,N12351,5
N11535,N6333,3
N11536,N10737,1
N11536,N9894,3
N11536,N21364,5
N11537,N4553,4
N11537,N7872,1
N11537,N10081,2
N11538,N629,1
N11538,N7968,4
N11538,N3929,4
N11539,N7873,2
N11539,N9934,1
N11539,N5159,3
N11540,N13206,4
N11540,N6697,3
N11540,N1873,4
N11541,N3960,1
N11541,N2985,2
N11541,N16020,2
N11542,N23333,5
N11542,N17773,1
N11542,N17315,2
N11543,N20519,4
N11543,N20311,3
N11543,N21831,5
N11544,N11877,5
N11544,N6396,5
N11544,N20580,4
N11545,N2151,5
N11545,N4719,1
N11545,N7025,2
N11546,N24726,1
N11546,N1666,5
N11546,N9987,1
N11547,N19199,4
N11547,N864,1
N11547,N23,2
N11548,N19540,1
N11548,N21320,5
N11548,N6580,2
N11549,N14313,3
N11549,N7262,4
N11549,N5684,1
N11550,N18728,2
N11550,N21790,1
N11550,N5121,1
N11551,N11412,1
N11551,N5005,1
N11551,N23143,2
N11552,N17927,4
N11552,N5133,5
N11552,N6868,2
N11553,N8342,3
N11553,N11086,4
N11553,N13004,5
N11554,N1883,3
N11554,N15326,3
N11554,N21360,3
N11555,N487,2
N11555,N16676,5
N11555,N319,3
N11556,N582,2
N11556,N23648,2
N11556,N15083,5
N11557,N1376,2
N11557,N15852,4
N11557,N3835,4
N11558,N22215,3
N11558,N1714,1
N11558,N3128,1
N11559,N9924,3
N11559,N1464,4
N11559,N4158,3
N11560,N6586,5
N11560,N4043,5
N11560,N23521,4
N11561,N14385,2
N11561,N5443,4
N11561,N19082,5
N11562,N661,2
N11562,N4081,5
N11562,N16517,5
N11563,N14114,3
N11563,N24078,5
N11563,N6003,5
N11564,N4637,2
N11564,N23399,4
N11564,N17768,5
N11565,N5147,4
N11565,N15764,5
N11565,N1755,3
N11566,N7430,3
N11566,N6921,3
N11566,N2837,5
N11567,N17357,1
N11567,N12553,3
N11567,N1646,1
N11568,N3006,5
N11568,N24149,3
N11568,N3352,3
N11569,N3640,2
N11569,N6630,2
N11569,N14440,4
N11570,N24393,5
N11570,N4963,5
N11570,N20946,1
N11571,N19355,3
N11571,N17464,4
N11571,N17401,2
N11572,N18139,3
N11572,N22665,1
N11572,N7028,1
N11573,N7436,3
N11573,N3865,3
N11573,N4300,2
N11574,N3558,1
N11574,N5768,1
N11574,N7341,1
N11575,N15484,1
N11575,N7280,5
N11575,N1572,3
N11576,N22987,1
N11576,N5681,5
N11576,N404,1
N11577,N7682,3
N11577,N6993,4
N11577,N11296,5
N11578,N20033,2
N11578,N21472,5
N11578,N14010,5
N11579,N3042,5
N11579,N6376,5
N11579,N5121,1
N11580,N21711,4
N11580,N22334,3
N11580,N2164,4
N11581,N5374,1
N11581,N820,1
N11581,N14751,3
N11582,N5034,4
N11582,N3891,4
N11582,N3559,1
N11583,N1899,4
N11583,N4544,1
N11583,N3542,2
N11584,N13891,3
N11584,N57,1
N11584,N3989,4
N11585,N9884,2
N11585,N5200,3
N11585,N12828,5
N11586,N22804,4
N11586,N5424,4
N11586,N4821,5
N11587,N12858,4
N11587,N3499,3
N11587,N11927,5
N11588,N4098,5
N11588,N22709,1
N11588,N11282,5
N11589,N481,1
N11589,N10987,3
N11589,N3357,2
N11590,N11919,4
N11590,N20204,5
N11590,N1654,1
N11591,N18078,2
N11591,N2311,3
N11591,N21177,1
N11592,N1735,1
N11592,N21787,1
N11592,N773,4
